Egypt,Tima,67443
Egypt,Tukh,41624
Egypt,Wadi al-Natrun  [Natron Valley],21540
Egypt,Yusuf as-Sidiq,15660
Egypt,Zifta,93740
EquatorialGuinea,Bata,50023
EquatorialGuinea,Ebebiyin,8075
EquatorialGuinea,Evinayong,3170
EquatorialGuinea,Luba,2450
EquatorialGuinea,Malabo,60065
EquatorialGuinea,Mbini,1229
EquatorialGuinea,Mongomo,2370
EquatorialGuinea,San Antonio de Pale,910
Eritrea,Adi Qayeh) {Adi Keyih,15633
Eritrea,Adi Qala) {Adi Kwala,7225
Eritrea,Adi Tekelezan,9616
Eritrea,Mendefera) {Adi Ugri,20391
Eritrea,Afabet,35673
Eritrea,Agordat) {Akordat,22316
Eritrea,Areza,4774
Eritrea,Assab) {Aseb,44220
Eritrea,Asmara) {Asmera,380568
Eritrea,Barentu,13219
Eritrea,Dekemhare,21675
Eritrea,Ghinda) {Ginda,15539
Eritrea,Goluj,9297
Eritrea,Hagaz,11861
Eritrea,Keren,55586
Eritrea,Massawa) {Mitsiwa,27179
Eritrea,Nacfa) {Nakfa,4312
Eritrea,Umhajer) {Om Hajer,9240
Eritrea,Segeneyti,6146
Eritrea,Senafe,12282
Eritrea,Tessenei,15327
Ethiopia,Abiy Addi,19500
Ethiopia,Abomsa,17300
Ethiopia,Adet,20900
Ethiopia,Adigrat,69700
Ethiopia,Adis Abeba [Addis Abeba],2979
Ethiopia,Adis Zemen,17600
Ethiopia,Adwa,49000
Ethiopia,Agaro,30100
Ethiopia,Aksum,54000
Ethiopia,Alamata,40200
Ethiopia,Haromaya,36400
Ethiopia,Aleta Wendo,28200
Ethiopia,Arba Minch,95500
Ethiopia,Areka,40100
Ethiopia,Arsi Negele,56000
Ethiopia,Asasa,24500
Ethiopia,Asayita,20900
Ethiopia,Chiro,39800
Ethiopia,Asela,79600
Ethiopia,Asosa,34300
Ethiopia,Awasa,200400
Ethiopia,Awash Sebat Kilo,19400
Ethiopia,Awubere,12200
Ethiopia,Chilga,16600
